"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.304125052E0,-1.012280107E0,-1.397201538E0,3.001639247E-1
1.332696480E0,-1.336038709E0,-8.944594264E-1,1.356960773E0
1.361267908E0,-2.069077015E0,-1.190729022E0,2.209728718E0
1.389839336E0,-2.444759130E0,-5.377141237E-1,2.542650223E0
1.418410764E0,-2.533945322E0,1.343140006E0,2.909169436E0
1.446982192E0,-2.203467369E0,1.137889266E0,4.529794693E0
1.475553620E0,-2.307925224E0,-1.263422012E0,2.780887604E0
1.504125048E0,-1.328097343E0,-1.143845171E-1,2.917721510E0
1.532696476E0,-5.907830596E-1,2.356412709E-1,2.110768557E0
1.561267904E0,-1.411862224E-1,1.084743977E0,7.027240992E-1
1.589839332E0,3.530037403E-1,1.133613229E0,-5.935319662E-1
1.618410760E0,9.363800883E-1,8.660541773E-1,-1.739515185E0
1.646982188E0,2.452547550E0,-3.841273308E0,-2.345493555E0
1.675553616E0,2.539290428E0,-4.080121517E0,-2.464612246E0
1.704125044E0,1.167897940E0,-1.281137109E0,-4.316526651E-1
1.732696472E0,5.411502719E-1,-4.868748665E0,9.977720380E-1
1.761267900E0,1.585729837E0,3.144428730E-1,-1.349783063E0
1.789839328E0,4.379140139E-1,9.644035101E-1,1.305724494E-2
1.818410756E0,-3.861432076E-1,-5.016731024E-1,-2.190715522E-1
1.846982184E0,5.509241223E-1,-2.355648994E0,-1.053513527E0
1.875553612E0,7.989353538E-1,-1.423468709E0,-1.566029429E0
1.904125040E0,1.071992159E0,-1.625054240E0,-2.041893482E0
1.932696468E0,1.644983768E0,-2.598162651E0,-2.331443548E0
1.961267896E0,6.737080216E-1,-1.430188298E0,-2.231872559E0
1.989839324E0,-4.039346427E-2,-1.479057431E0,-1.528766632E0
2.018410752E0,-7.593818307E-1,-1.204779029E0,-1.488220394E-1
2.046982180E0,-1.389794827E0,-6.782131195E-1,9.568440318E-1
2.075553608E0,-1.940795183E0,-4.870123267E-1,1.788231611E0
2.104125036E0,-2.604805708E0,2.509129047E-1,2.541428566E0
2.132696464E0,-3.244992495E0,8.819366693E-1,2.714914322E0
2.161267892E0,-3.119765282E0,1.005942345E0,3.284240723E0
2.189839320E0,-2.938338280E0,1.679879380E-3,3.387476921E0
2.218410748E0,-2.337246895E0,1.572825313E0,3.132745981E0
2.246982176E0,-1.723938107E0,1.166599870E0,2.911612749E0
2.275553604E0,-1.093525171E0,1.917353272E0,2.433305264E0
2.304125032E0,-4.325689375E-1,2.570368290E0,5.469534397E-1
2.332696460E0,6.480516791E-1,3.229491949E0,-1.422476053E0
2.361267888E0,1.726839662E0,1.226464748E0,-2.724840879E0
2.389839316E0,2.424447775E0,-1.976912618E0,-3.278284788E0
2.418410744E0,2.206368923E0,-2.232254267E0,-2.997897625E0
2.446982172E0,1.147128582E0,1.322981358E0,-1.330846310E0
2.475553600E0,6.285039783E-1,-1.539533138E0,1.276326537E0
2.504125028E0,6.376669407E-1,-3.844327688E0,-1.336344123E0
2.532696456E0,1.770745665E-1,9.925032854E-1,-2.814027071E0
2.561267884E0,-1.961641014E-1,-1.135140300E0,5.665011406E-1
2.589839312E0,6.761514544E-1,-7.808384895E-1,-1.072450280E0
2.618410740E0,1.106811523E0,1.012509167E-1,-1.795714736E0
2.646982168E0,1.509371638E0,4.451680481E-1,-2.797533751E0
2.675553596E0,1.505706429E0,-7.467827946E-2,-2.291737318E0
2.704125024E0,6.987534761E-1,-3.373503387E-1,-1.722410917E0
2.732696452E0,1.129337102E-1,1.934915632E-1,-1.046183109E0
2.761267880E0,-1.802816093E-1,3.810271919E-1,-1.537089646E-1
2.789839308E0,-8.216901422E-1,1.680948496E0,1.474476010E-1
2.818410736E0,-1.490587592E0,1.501354098E0,1.369789004E0
2.846982164E0,-2.416659355E0,4.665483236E-1,2.380160093E0
2.875553592E0,-2.905351400E0,1.366963744E0,2.279367208E0
2.904125020E0,-2.523560762E0,3.437796831E0,3.586008072E0
2.932696448E0,-1.771585584E0,1.490969300E0,4.107686996E0
2.961267876E0,-1.349477649E0,1.581988215E0,3.487047911E0
2.989839304E0,-7.441102266E-1,2.075567484E0,3.074102879E0
3.018410732E0,-3.733913973E-2,2.391384602E0,2.045405865E0
3.046982160E0,4.079816341E-1,2.638785124E0,9.983828664E-1
3.075553588E0,1.092150688E0,2.786003590E0,-2.868776023E-1
3.104125016E0,2.307161570E0,3.955352306E-2,-1.387656808E0
3.132696444E0,3.720703840E0,-3.033709526E0,-2.212324858E0
3.161267872E0,1.796478271E0,-6.977608204E-1,-1.956372261E0
3.189839300E0,1.707902908E0,1.159269571E0,9.776134491E-1
3.218410728E0,-5.938373804E-1,-6.974400997E0,1.691714883E0
3.246982156E0,1.531362772E0,2.599078894E0,-4.817436039E-1
3.275553584E0,-7.080692053E-1,-9.598219991E-1,9.030879140E-1
3.304125012E0,5.014439821E-1,4.176791012E-1,-9.166796803E-1
3.332696440E0,1.206993341E0,-4.540255964E-1,-2.352212906E0
3.361267868E0,9.626472592E-1,-2.774855494E-1,-1.002200842E0
3.389839296E0,1.686522603E0,-1.440572977E0,-1.977141738E0
3.418410724E0,1.691409469E0,-1.329395533E0,-2.792646885E0
3.446982152E0,1.065883517E0,-8.852964640E-1,-2.297846079E0
3.475553580E0,7.641160488E-1,-3.587306142E-1,-1.673541665E0
3.504125008E0,9.033169597E-2,-1.327104717E-1,-2.850449979E-1
3.532696436E0,-7.288386226E-1,-3.904955983E-1,7.320456505E-1
3.561267864E0,-1.115516305E0,-6.934847832E-1,1.683162808E0
3.589839292E0,-1.835115552E0,-2.267837226E-1,2.369775295E0
3.618410720E0,-2.083737612E0,4.250094891E-1,2.814485312E0
3.646982148E0,-1.884595633E0,1.233795047E0,3.675805330E0
3.675553576E0,-1.788689852E0,-1.334282398E0,3.506595612E0
3.704125004E0,-1.384907842E0,3.669773042E-1,3.044170618E0
3.732696432E0,-6.030003428E-1,-5.193881989E-1,2.681316614E0
3.761267860E0,2.063960880E-1,8.597928286E-2,1.278770089E0
3.789839288E0,6.016259193E-1,4.470006526E-1,4.382194579E-1
3.818410716E0,9.876927137E-1,1.228297234E0,-1.071228623E0
3.846982144E0,1.752496004E0,-9.518807530E-1,-1.879403234E0
3.875553572E0,2.757980108E0,-2.923142910E0,-2.457281828E0
3.904125000E0,1.705459356E0,-1.595121861E0,-8.952993751E-1
3.932696428E0,7.781659365E-1,-5.243208885E0,2.949486494E0
3.961267856E0,9.040042162E-1,1.501201391E-1,-3.357468247E-1
3.989839284E0,-1.106353283E0,2.881909609E0,8.880453557E-2
4.018410712E0,-8.815549016E-1,-1.562135100E0,3.142138124E-1
4.046982140E0,1.086652875E0,-3.044094324E0,-1.800601721E0
4.075553568E0,6.376669407E-1,-7.893906236E-1,-1.572138071E0
4.104124996E0,3.151301146E-1,-1.370323420E0,-1.377272010E0
4.132696424E0,9.095019698E-1,-2.480876446E0,-1.485395193E0
4.161267852E0,5.228242874E-1,-2.574949741E0,-1.419421792E0
4.189839280E0,-2.511419654E-1,-2.815019846E0,-5.061782002E-1
4.218410708E0,-1.415451169E0,-3.094795942E0,4.999168515E-1
4.246982136E0,-2.163150072E0,-3.741091490E0,1.090623498E0
4.275553564E0,-2.348853111E0,-3.134502172E0,1.331915259E0
4.304124992E0,-2.963994503E0,-1.325119376E0,1.717371225E0
4.332696420E0,-2.363513947E0,-1.191339970E0,2.227443695E0
4.361267848E0,-2.310368776E0,-1.411862254E0,3.818747759E0
4.389839276E0,-1.985999227E0,-1.705077648E0,1.962328196E0
4.418410704E0,-1.273730397E0,-3.190243840E-1,2.467513800E0
4.446982132E0,-1.097801208E0,-1.021672115E-1,1.685606241E0
4.475553560E0,-9.151524901E-1,6.070473194E-1,3.331506252E-1
4.504124988E0,-5.596289039E-1,9.014843702E-1,-7.053202987E-1
4.532696416E0,4.556291103E-1,1.217301726E0,-1.114599943E0
4.561267844E0,1.693242073E0,-2.147954941E0,-1.489671230E0
4.589839272E0,2.355420113E0,-4.614017963E0,-1.717524052E0
4.618410700E0,9.602038264E-1,-2.990338087E0,-7.364743948E-1
4.646982128E0,8.533023596E-1,-3.744756699E0,-2.282345295E-1
4.675553556E0,1.070159554E0,-1.624443412E0,-1.052291751E0
4.704124984E0,1.294270754E-1,-2.988658249E-1,4.065537453E0
4.732696412E0,-4.643339515E-1,-1.028849840E0,2.354121953E-1
4.761267840E0,7.720572948E-1,-1.939038992E0,-1.919109583E0
